Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
Italy,European Union,2009,3.40 ,4.10 ,59.19 ,7.25 ,96.00 ,83.00 ,25.70 ,96.00 ,96.00 ,0.08 ,31615.00 ,59.10 ,0.50 ,0.50 ,9.60 ,1.00 ,0.00 ,81.60 
Italy,European Union,2000,4.70 ,5.60 ,76.01 ,9.78 ,94.00 ,83.00 ,25.40 ,97.00 ,87.00 ,0.10 ,32351.00 ,56.94 ,0.50 ,0.50 ,8.60 ,1.00 ,0.00 ,79.80 
Italy,European Union,2007,3.60 ,4.20 ,61.36 ,8.37 ,97.00 ,84.00 ,25.70 ,97.00 ,97.00 ,0.08 ,34081.00 ,58.44 ,0.50 ,0.50 ,9.40 ,1.00 ,0.00 ,81.40 
Italy,European Union,2014,3.00 ,3.60 ,51.78 ,7.56 ,95.00 ,83.00 ,25.60 ,95.00 ,95.00 ,0.07 ,29980.00 ,60.79 ,0.60 ,0.60 ,10.10 ,1.00 ,0.00 ,83.10 
Italy,European Union,2008,3.50 ,4.10 ,60.12 ,7.96 ,96.00 ,83.00 ,25.70 ,96.00 ,96.00 ,0.08 ,33530.00 ,58.83 ,0.50 ,0.50 ,9.50 ,1.00 ,0.00 ,81.50 
Italy,European Union,2013,3.10 ,3.70 ,53.27 ,7.35 ,96.00 ,84.00 ,25.60 ,96.00 ,96.00 ,0.07 ,30258.00 ,60.23 ,0.50 ,0.60 ,10.30 ,1.00 ,0.00 ,82.70 
Italy,European Union,2012,3.20 ,3.80 ,55.16 ,7.48 ,96.00 ,83.00 ,25.70 ,96.00 ,97.00 ,0.07 ,31185.00 ,59.54 ,0.50 ,0.60 ,9.90 ,1.00 ,0.00 ,82.20 
Italy,European Union,2006,3.70 ,4.30 ,62.93 ,8.44 ,96.00 ,83.00 ,25.60 ,97.00 ,96.00 ,0.09 ,33752.00 ,58.14 ,0.50 ,0.50 ,9.30 ,1.00 ,0.00 ,81.30 
Italy,European Union,2004,3.90 ,4.60 ,65.99 ,8.98 ,96.00 ,84.00 ,25.60 ,97.00 ,94.00 ,0.09 ,33150.00 ,57.69 ,0.50 ,0.50 ,9.10 ,1.00 ,0.00 ,80.80 
Italy,European Union,2001,4.50 ,5.30 ,74.62 ,9.68 ,95.00 ,84.00 ,25.40 ,96.00 ,93.00 ,0.10 ,32964.00 ,56.97 ,0.50 ,0.50 ,8.70 ,1.00 ,0.00 ,80.10 
Italy,European Union,2002,4.30 ,5.00 ,72.48 ,9.25 ,95.00 ,84.00 ,25.50 ,96.00 ,93.00 ,0.09 ,32998.00 ,57.06 ,0.50 ,0.50 ,8.80 ,1.00 ,0.00 ,80.20 
Italy,European Union,2015,3.00 ,3.50 ,52.96 ,7.14 ,93.00 ,83.00 ,25.60 ,93.00 ,93.00 ,0.06 ,30242.00 ,60.73 ,0.60 ,0.60 ,10.20 ,1.00 ,0.00 ,82.50 
Italy,European Union,2011,3.30 ,3.90 ,56.23 ,6.98 ,96.00 ,83.00 ,25.70 ,96.00 ,96.00 ,0.08 ,32229.00 ,59.38 ,0.50 ,0.50 ,9.80 ,1.00 ,0.00 ,82.20 
Italy,European Union,2003,4.10 ,4.80 ,70.01 ,9.30 ,95.00 ,83.00 ,25.50 ,97.00 ,96.00 ,0.09 ,32897.00 ,57.31 ,0.50 ,0.50 ,8.90 ,1.00 ,0.00 ,80.00 
Italy,European Union,2010,3.40 ,4.00 ,56.62 ,6.95 ,96.00 ,84.00 ,25.70 ,96.00 ,96.00 ,0.08 ,32058.00 ,59.28 ,0.50 ,0.50 ,9.70 ,1.00 ,0.00 ,82.00 
Jamaica,Central America and Caribbean,2003,17.60 ,20.70 ,162.47 ,3.43 ,98.00 ,95.00 ,25.90 ,99.00 ,96.00 ,0.83 ,5083.00 ,2.71 ,1.90 ,1.80 ,7.80 ,0.00 ,1.00 ,74.10 
Jamaica,Central America and Caribbean,2014,13.80 ,16.00 ,133.35 ,3.20 ,92.00 ,72.00 ,27.50 ,93.00 ,92.00 ,0.50 ,4890.00 ,2.88 ,1.80 ,1.70 ,9.60 ,0.00 ,1.00 ,74.00 
Jamaica,Central America and Caribbean,2013,14.20 ,16.50 ,134.45 ,3.16 ,93.00 ,71.00 ,27.40 ,86.00 ,93.00 ,0.54 ,4884.00 ,2.86 ,1.80 ,1.70 ,9.40 ,0.00 ,1.00 ,74.00 
Jamaica,Central America and Caribbean,2000,18.90 ,22.20 ,168.42 ,3.77 ,98.00 ,96.00 ,25.50 ,95.00 ,93.00 ,0.87 ,4841.00 ,2.65 ,2.00 ,1.90 ,7.30 ,0.00 ,1.00 ,74.10 
Jamaica,Central America and Caribbean,2015,13.40 ,15.50 ,132.25 ,3.27 ,91.00 ,83.00 ,27.60 ,91.00 ,91.00 ,0.47 ,4908.00 ,2.89 ,1.80 ,1.70 ,9.60 ,0.00 ,1.00 ,74.10 
Jamaica,Central America and Caribbean,2006,16.70 ,19.60 ,150.53 ,3.35 ,97.00 ,88.00 ,26.40 ,99.00 ,95.00 ,0.69 ,5260.00 ,2.75 ,1.90 ,1.70 ,8.30 ,0.00 ,1.00 ,74.10 
Jamaica,Central America and Caribbean,2009,15.80 ,18.50 ,142.16 ,3.24 ,90.00 ,78.00 ,26.80 ,90.00 ,90.00 ,0.62 ,4987.00 ,2.80 ,1.90 ,1.70 ,8.80 ,0.00 ,1.00 ,74.10 
Jamaica,Central America and Caribbean,2002,18.00 ,21.10 ,166.44 ,3.61 ,98.00 ,96.00 ,25.80 ,99.00 ,99.00 ,0.84 ,4934.00 ,2.69 ,2.00 ,1.80 ,7.70 ,0.00 ,1.00 ,74.10 
Jamaica,Central America and Caribbean,2011,15.10 ,17.50 ,137.76 ,2.99 ,92.00 ,60.00 ,27.10 ,93.00 ,92.00 ,0.57 ,4946.00 ,2.83 ,1.80 ,1.70 ,9.00 ,0.00 ,1.00 ,74.00 
Jamaica,Central America and Caribbean,2007,16.50 ,19.20 ,146.56 ,3.31 ,92.00 ,84.00 ,26.50 ,94.00 ,92.00 ,0.67 ,5308.00 ,2.77 ,1.90 ,1.70 ,8.40 ,0.00 ,1.00 ,74.10 
Jamaica,Central America and Caribbean,2005,17.00 ,19.90 ,154.51 ,3.36 ,99.00 ,91.00 ,26.20 ,99.00 ,99.00 ,0.79 ,5138.00 ,2.74 ,1.90 ,1.70 ,8.10 ,0.00 ,1.00 ,74.10 
Jamaica,Central America and Caribbean,2012,14.60 ,17.00 ,135.56 ,3.02 ,96.00 ,76.00 ,27.20 ,96.00 ,96.00 ,0.56 ,4888.00 ,2.84 ,1.80 ,1.70 ,9.20 ,0.00 ,1.00 ,74.00 
Jamaica,Central America and Caribbean,2008,16.20 ,18.90 ,144.36 ,3.35 ,92.00 ,80.00 ,26.60 ,91.00 ,91.00 ,0.63 ,5240.00 ,2.78 ,1.90 ,1.70 ,8.60 ,0.00 ,1.00 ,74.10 
Jamaica,Central America and Caribbean,2010,15.40 ,18.00 ,139.96 ,2.94 ,94.00 ,56.00 ,26.90 ,94.00 ,94.00 ,0.58 ,4889.00 ,2.81 ,1.80 ,1.70 ,8.90 ,0.00 ,1.00 ,74.00 
Jamaica,Central America and Caribbean,2004,17.30 ,20.30 ,158.49 ,3.32 ,98.00 ,95.00 ,26.10 ,97.00 ,98.00 ,0.83 ,5121.00 ,2.73 ,1.90 ,1.80 ,8.00 ,0.00 ,1.00 ,74.10 
Jamaica,Central America and Caribbean,2001,18.40 ,21.60 ,167.43 ,3.72 ,98.00 ,96.00 ,25.60 ,99.00 ,99.00 ,0.85 ,4870.00 ,2.67 ,2.00 ,1.80 ,7.50 ,0.00 ,1.00 ,74.10 
Japan,Asia,2005,2.80 ,3.70 ,68.77 ,7.98 ,83.00 ,84.00 ,22.60 ,95.00 ,98.00 ,0.17 ,33099.00 ,127.77 ,1.70 ,1.50 ,11.20 ,1.00 ,0.00 ,81.90 
Japan,Asia,2003,2.90 ,4.00 ,70.31 ,7.82 ,83.00 ,86.00 ,22.50 ,97.00 ,97.00 ,0.17 ,31830.00 ,127.72 ,1.70 ,1.40 ,11.00 ,1.00 ,0.00 ,81.80 
Japan,Asia,2004,2.80 ,3.90 ,68.93 ,7.69 ,83.00 ,87.00 ,22.60 ,97.00 ,99.00 ,0.17 ,32515.00 ,127.76 ,1.70 ,1.40 ,11.10 ,1.00 ,0.00 ,82.00 
Japan,Asia,2011,2.30 ,3.20 ,64.26 ,8.41 ,83.00 ,92.00 ,22.70 ,96.00 ,97.00 ,0.17 ,33011.00 ,127.83 ,1.90 ,1.60 ,11.80 ,1.00 ,0.00 ,82.60 
Japan,Asia,2000,3.30 ,4.50 ,72.95 ,7.96 ,83.00 ,86.00 ,22.50 ,98.00 ,85.00 ,0.17 ,31431.00 ,126.84 ,1.60 ,1.40 ,10.70 ,1.00 ,0.00 ,81.10 
Japan,Asia,2006,2.70 ,3.60 ,66.53 ,7.48 ,83.00 ,86.00 ,22.60 ,95.00 ,98.00 ,0.17 ,33532.00 ,127.85 ,1.70 ,1.50 ,11.20 ,1.00 ,0.00 ,82.30 
Japan,Asia,2015,2.00 ,2.70 ,53.59 ,8.55 ,83.00 ,93.00 ,22.70 ,99.00 ,96.00 ,0.17 ,34961.00 ,127.14 ,2.10 ,1.80 ,12.50 ,1.00 ,0.00 ,83.80 
Japan,Asia,2013,2.10 ,2.90 ,57.10 ,8.65 ,83.00 ,93.00 ,22.70 ,99.00 ,96.00 ,0.17 ,34240.00 ,127.45 ,2.00 ,1.70 ,12.20 ,1.00 ,0.00 ,83.30 
Japan,Asia,2009,2.40 ,3.30 ,63.04 ,6.98 ,83.00 ,92.00 ,22.70 ,99.00 ,97.00 ,0.17 ,31651.00 ,128.05 ,1.80 ,1.60 ,11.40 ,1.00 ,0.00 ,82.90 
Japan,Asia,2007,2.60 ,3.50 ,65.14 ,7.28 ,83.00 ,89.00 ,22.60 ,97.00 ,98.00 ,0.17 ,33990.00 ,128.00 ,1.80 ,1.50 ,11.30 ,1.00 ,0.00 ,82.50 
Japan,Asia,2010,2.40 ,3.20 ,62.13 ,8.28 ,83.00 ,97.00 ,22.70 ,98.00 ,97.00 ,0.17 ,32942.00 ,128.07 ,1.90 ,1.60 ,11.50 ,1.00 ,0.00 ,82.80 
Japan,Asia,2008,2.50 ,3.40 ,64.02 ,7.06 ,83.00 ,78.00 ,22.60 ,98.00 ,98.00 ,0.17 ,33558.00 ,128.06 ,1.80 ,1.50 ,11.40 ,1.00 ,0.00 ,82.60 
Japan,Asia,2001,3.10 ,4.30 ,71.44 ,8.01 ,83.00 ,86.00 ,22.50 ,81.00 ,95.00 ,0.17 ,31476.00 ,127.15 ,1.70 ,1.40 ,10.80 ,1.00 ,0.00 ,81.40 
Japan,Asia,2002,3.00 ,4.10 ,70.12 ,7.86 ,83.00 ,86.00 ,22.50 ,89.00 ,96.00 ,0.17 ,31416.00 ,127.45 ,1.70 ,1.40 ,10.90 ,1.00 ,0.00 ,81.60 
Japan,Asia,2012,2.20 ,3.00 ,58.40 ,8.50 ,83.00 ,92.00 ,22.70 ,99.00 ,97.00 ,0.17 ,33518.00 ,127.63 ,1.90 ,1.70 ,12.00 ,1.00 ,0.00 ,83.10 
Japan,Asia,2014,2.10 ,2.80 ,55.58 ,8.40 ,83.00 ,94.00 ,22.70 ,99.00 ,96.00 ,0.17 ,34387.00 ,127.28 ,2.00 ,1.70 ,12.50 ,1.00 ,0.00 ,83.60 
Jordan,Middle East,2001,22.00 ,26.10 ,129.76 ,0.52 ,97.00 ,87.00 ,27.90 ,97.00 ,99.00 ,0.13 ,3708.00 ,5.22 ,4.00 ,3.90 ,9.60 ,0.00 ,1.00 ,71.90 
Jordan,Middle East,2006,19.20 ,22.50 ,121.01 ,0.55 ,98.00 ,88.00 ,28.30 ,98.00 ,98.00 ,0.13 ,4516.00 ,5.99 ,3.90 ,3.80 ,9.80 ,0.00 ,1.00 ,72.80 
Jordan,Middle East,2012,16.20 ,19.00 ,113.29 ,0.36 ,98.00 ,96.00 ,28.70 ,98.00 ,98.00 ,0.13 ,4387.00 ,8.09 ,3.90 ,3.90 ,9.90 ,0.00 ,1.00 ,73.70 
Jordan,Middle East,2003,20.80 ,24.60 ,126.13 ,0.50 ,97.00 ,91.00 ,28.00 ,97.00 ,97.00 ,0.13 ,3923.00 ,5.43 ,3.90 ,3.90 ,9.70 ,0.00 ,1.00 ,72.30 
Jordan,Middle East,2009,17.60 ,20.70 ,116.90 ,0.56 ,98.00 ,90.00 ,28.50 ,98.00 ,98.00 ,0.13 ,4782.00 ,6.89 ,3.80 ,3.80 ,9.90 ,0.00 ,1.00 ,73.30 
Jordan,Middle East,2015,15.00 ,17.50 ,109.94 ,0.30 ,99.00 ,96.00 ,28.90 ,99.00 ,99.00 ,0.13 ,4164.00 ,9.27 ,4.00 ,4.00 ,10.30 ,0.00 ,1.00 ,74.10 
Jordan,Middle East,2002,21.40 ,25.30 ,127.84 ,0.51 ,95.00 ,90.00 ,28.00 ,95.00 ,95.00 ,0.13 ,3849.00 ,5.32 ,3.90 ,3.90 ,9.60 ,0.00 ,1.00 ,72.10 
Jordan,Middle East,2004,20.20 ,23.90 ,124.42 ,0.50 ,95.00 ,98.00 ,28.10 ,95.00 ,95.00 ,0.13 ,4148.00 ,5.58 ,3.90 ,3.80 ,9.70 ,0.00 ,1.00 ,72.40 
Jordan,Middle East,2011,16.70 ,19.50 ,114.49 ,0.38 ,98.00 ,95.00 ,28.60 ,98.00 ,98.00 ,0.13 ,4521.00 ,7.66 ,3.80 ,3.90 ,9.90 ,0.00 ,1.00 ,73.60 
Jordan,Middle East,2010,17.20 ,20.10 ,115.69 ,0.46 ,98.00 ,95.00 ,28.50 ,98.00 ,98.00 ,0.13 ,4644.00 ,7.26 ,3.80 ,3.80 ,9.80 ,0.00 ,1.00 ,73.40 
Jordan,Middle East,2000,22.50 ,26.80 ,131.69 ,0.47 ,93.00 ,83.00 ,27.80 ,94.00 ,91.00 ,0.13 ,3588.00 ,5.12 ,4.00 ,4.00 ,9.50 ,0.00 ,1.00 ,71.70 
Jordan,Middle East,2013,15.80 ,18.40 ,112.17 ,0.35 ,98.00 ,98.00 ,28.80 ,98.00 ,98.00 ,0.13 ,4275.00 ,8.52 ,3.90 ,3.90 ,9.90 ,0.00 ,1.00 ,73.90 
Jordan,Middle East,2005,19.70 ,23.20 ,122.72 ,0.51 ,95.00 ,92.00 ,28.20 ,95.00 ,95.00 ,0.13 ,4341.00 ,5.77 ,3.90 ,3.80 ,9.70 ,0.00 ,1.00 ,72.60 
Jordan,Middle East,2014,15.40 ,17.90 ,111.06 ,0.35 ,98.00 ,98.00 ,28.80 ,98.00 ,98.00 ,0.13 ,4221.00 ,8.92 ,3.90 ,3.90 ,10.10 ,0.00 ,1.00 ,74.00 
Jordan,Middle East,2007,18.70 ,21.90 ,119.30 ,0.56 ,98.00 ,97.00 ,28.30 ,98.00 ,98.00 ,0.13 ,4679.00 ,6.26 ,3.80 ,3.80 ,9.80 ,0.00 ,1.00 ,72.90 
Jordan,Middle East,2008,18.10 ,21.30 ,118.10 ,0.58 ,97.00 ,90.00 ,28.40 ,98.00 ,97.00 ,0.13 ,4787.00 ,6.56 ,3.80 ,3.80 ,9.80 ,0.00 ,1.00 ,73.10 
Kazakhstan,Asia,2006,25.60 ,29.00 ,270.99 ,6.76 ,99.00 ,99.00 ,25.80 ,99.00 ,99.00 ,0.08 ,7838.00 ,15.31 ,2.40 ,2.50 ,11.70 ,0.00 ,1.00 ,66.20 
Kazakhstan,Asia,2007,23.80 ,26.80 ,267.53 ,3.99 ,94.00 ,99.00 ,25.90 ,94.00 ,93.00 ,0.09 ,8438.00 ,15.48 ,2.40 ,2.50 ,11.60 ,0.00 ,1.00 ,66.30 
Kazakhstan,Asia,2003,30.80 ,35.20 ,281.37 ,6.22 ,99.00 ,99.00 ,25.70 ,99.00 ,99.00 ,0.05 ,6046.00 ,14.91 ,2.50 ,2.60 ,11.20 ,0.00 ,1.00 ,65.70 
Kazakhstan,Asia,2011,16.40 ,18.30 ,226.75 ,3.41 ,99.00 ,99.00 ,26.10 ,99.00 ,99.00 ,0.12 ,9507.00 ,16.56 ,2.30 ,2.50 ,11.50 ,0.00 ,1.00 ,68.70 
Kazakhstan,Asia,2008,21.90 ,24.70 ,257.33 ,3.42 ,99.00 ,99.00 ,25.90 ,99.00 ,99.00 ,0.10 ,8555.00 ,15.78 ,2.40 ,2.50 ,11.50 ,0.00 ,1.00 ,67.10 
Kazakhstan,Asia,2014,11.60 ,13.00 ,193.59 ,3.64 ,95.00 ,99.00 ,26.30 ,95.00 ,95.00 ,0.14 ,10539.00 ,17.29 ,2.40 ,2.50 ,11.70 ,0.00 ,1.00 ,71.40 
Kazakhstan,Asia,2002,32.60 ,37.50 ,284.84 ,5.78 ,95.00 ,98.00 ,25.70 ,95.00 ,95.00 ,0.04 ,5551.00 ,14.86 ,2.60 ,2.60 ,11.00 ,0.00 ,1.00 ,66.00 
Kazakhstan,Asia,2010,18.20 ,20.40 ,236.95 ,3.94 ,99.00 ,99.00 ,26.00 ,98.00 ,99.00 ,0.11 ,8979.00 ,16.32 ,2.30 ,2.50 ,11.40 ,0.00 ,1.00 ,68.50 
Kazakhstan,Asia,2000,36.70 ,42.50 ,290.73 ,5.81 ,99.00 ,98.00 ,25.60 ,96.00 ,97.00 ,0.02 ,4446.00 ,14.88 ,2.70 ,2.70 ,10.50 ,0.00 ,1.00 ,65.50 
Kazakhstan,Asia,2012,14.60 ,16.30 ,216.56 ,3.73 ,95.00 ,97.00 ,26.10 ,98.00 ,99.00 ,0.13 ,9824.00 ,16.79 ,2.40 ,2.50 ,11.50 ,0.00 ,1.00 ,69.50 
Kazakhstan,Asia,2005,27.30 ,31.00 ,274.45 ,6.57 ,94.00 ,96.00 ,25.80 ,99.00 ,98.00 ,0.07 ,7155.00 ,15.15 ,2.40 ,2.50 ,11.70 ,0.00 ,1.00 ,65.90 
Kazakhstan,Asia,2015,10.60 ,11.90 ,182.11 ,3.33 ,98.00 ,98.00 ,26.30 ,98.00 ,98.00 ,0.14 ,10511.00 ,17.54 ,2.40 ,2.50 ,11.70 ,0.00 ,1.00 ,72.00 
Kazakhstan,Asia,2013,13.00 ,14.60 ,205.08 ,3.80 ,99.00 ,99.00 ,26.20 ,98.00 ,98.00 ,0.13 ,10264.00 ,17.04 ,2.40 ,2.50 ,11.60 ,0.00 ,1.00 ,70.60 
Kazakhstan,Asia,2009,20.00 ,22.50 ,247.14 ,3.16 ,99.00 ,99.00 ,26.00 ,99.00 ,98.00 ,0.11 ,8488.00 ,16.09 ,2.30 ,2.50 ,11.50 ,0.00 ,1.00 ,68.40 
Kazakhstan,Asia,2004,29.00 ,33.10 ,277.91 ,6.23 ,99.00 ,99.00 ,25.70 ,99.00 ,82.00 ,0.06 ,6581.00 ,15.01 ,2.50 ,2.60 ,11.50 ,0.00 ,1.00 ,66.10 
Kazakhstan,Asia,2001,34.60 ,39.90 ,287.78 ,5.55 ,95.00 ,95.00 ,25.60 ,95.00 ,95.00 ,0.03 ,5055.00 ,14.86 ,2.60 ,2.70 ,10.70 ,0.00 ,1.00 ,65.80 
Kenya,Africa,2007,43.70 ,68.00 ,345.59 ,1.20 ,81.00 ,28.00 ,22.60 ,76.00 ,81.00 ,2.73 ,1287.00 ,38.71 ,8.40 ,8.30 ,6.00 ,0.00 ,1.00 ,57.50 
Kenya,Africa,2011,38.50 ,55.50 ,260.38 ,1.47 ,96.00 ,28.00 ,22.90 ,97.00 ,96.00 ,1.80 ,1357.00 ,43.18 ,8.10 ,7.90 ,6.20 ,0.00 ,1.00 ,61.90 
Kenya,Africa,2009,40.40 ,59.90 ,302.98 ,1.17 ,88.00 ,28.00 ,22.80 ,89.00 ,88.00 ,2.21 ,1261.00 ,40.90 ,8.20 ,8.10 ,6.10 ,0.00 ,1.00 ,59.90 
Kenya,Africa,2003,53.20 ,85.40 ,459.65 ,1.50 ,73.00 ,28.00 ,22.20 ,75.00 ,73.00 ,3.71 ,1135.00 ,34.68 ,8.80 ,8.80 ,5.60 ,0.00 ,1.00 ,52.40 
Kenya,Africa,2006,45.70 ,72.00 ,374.10 ,0.86 ,80.00 ,28.00 ,22.50 ,77.00 ,80.00 ,2.92 ,1239.00 ,37.65 ,8.50 ,8.40 ,5.90 ,0.00 ,1.00 ,56.10 
Kenya,Africa,2013,37.40 ,52.30 ,233.92 ,1.53 ,93.00 ,28.00 ,23.10 ,94.00 ,87.00 ,1.54 ,1397.00 ,45.52 ,7.90 ,7.70 ,6.30 ,0.00 ,1.00 ,63.40 
Kenya,Africa,2008,41.40 ,63.50 ,324.28 ,1.32 ,88.00 ,28.00 ,22.70 ,88.00 ,88.00 ,2.33 ,1255.00 ,39.79 ,8.30 ,8.20 ,6.00 ,0.00 ,1.00 ,58.80 
Kenya,Africa,2015,35.20 ,48.90 ,223.61 ,1.65 ,89.00 ,28.00 ,23.30 ,83.00 ,89.00 ,1.15 ,1465.00 ,47.88 ,7.80 ,7.60 ,6.30 ,0.00 ,1.00 ,64.80 
Kenya,Africa,2004,50.80 ,81.00 ,431.14 ,0.69 ,73.00 ,28.00 ,22.30 ,73.00 ,73.00 ,3.45 ,1160.00 ,35.64 ,8.70 ,8.60 ,5.70 ,0.00 ,1.00 ,53.50 
Kenya,Africa,2010,39.30 ,57.40 ,281.68 ,1.52 ,90.00 ,28.00 ,22.80 ,90.00 ,90.00 ,2.04 ,1326.00 ,42.03 ,8.20 ,8.00 ,6.10 ,0.00 ,1.00 ,61.00 
Kenya,Africa,2012,38.20 ,54.10 ,239.07 ,1.49 ,94.00 ,28.00 ,23.00 ,94.00 ,94.00 ,1.69 ,1382.00 ,44.34 ,8.00 ,7.80 ,6.20 ,0.00 ,1.00 ,62.70 
Kenya,Africa,2005,48.00 ,76.30 ,402.62 ,0.88 ,76.00 ,28.00 ,22.40 ,70.00 ,76.00 ,3.19 ,1196.00 ,36.62 ,8.60 ,8.50 ,5.80 ,0.00 ,1.00 ,54.70 
Kenya,Africa,2001,57.80 ,94.20 ,484.27 ,1.64 ,77.00 ,28.00 ,22.10 ,77.00 ,80.00 ,4.36 ,1157.00 ,32.85 ,9.00 ,9.00 ,5.40 ,0.00 ,1.00 ,51.10 
Kenya,Africa,2002,55.50 ,89.80 ,488.17 ,1.67 ,84.00 ,28.00 ,22.20 ,83.00 ,84.00 ,4.06 ,1132.00 ,33.75 ,8.90 ,8.90 ,5.50 ,0.00 ,1.00 ,51.60 
Kenya,Africa,2014,36.40 ,50.60 ,228.76 ,1.45 ,92.00 ,28.00 ,23.20 ,93.00 ,92.00 ,1.36 ,1430.00 ,46.70 ,7.80 ,7.70 ,6.30 ,0.00 ,1.00 ,64.10 
Kenya,Africa,2000,59.90 ,98.50 ,480.36 ,1.51 ,77.00 ,28.00 ,22.00 ,80.00 ,82.00 ,4.78 ,1146.00 ,31.96 ,9.20 ,9.10 ,5.30 ,0.00 ,1.00 ,50.90 
Kiribati,Oceania,2004,49.40 ,64.60 ,214.77 ,0.49 ,67.00 ,34.00 ,29.10 ,61.00 ,62.00 ,0.17 ,1488.00 ,0.09 ,0.20 ,0.20 ,7.20 ,0.00 ,1.00 ,64.20 
Kiribati,Oceania,2006,49.70 ,65.10 ,212.40 ,0.69 ,88.00 ,35.00 ,29.30 ,86.00 ,86.00 ,0.17 ,1497.00 ,0.09 ,0.20 ,0.10 ,7.40 ,0.00 ,1.00 ,64.70 
Kiribati,Oceania,2013,46.80 ,60.80 ,202.59 ,0.73 ,95.00 ,84.00 ,29.80 ,91.00 ,95.00 ,0.17 ,1453.00 ,0.11 ,0.10 ,0.10 ,7.90 ,0.00 ,1.00 ,66.70 
Kiribati,Oceania,2011,48.60 ,63.30 ,205.97 ,0.54 ,95.00 ,61.00 ,29.70 ,95.00 ,99.00 ,0.17 ,1366.00 ,0.10 ,0.10 ,0.10 ,7.90 ,0.00 ,1.00 ,66.10 
Kiribati,Oceania,2015,44.70 ,57.60 ,198.45 ,0.35 ,82.00 ,76.00 ,30.00 ,80.00 ,78.00 ,0.17 ,1535.00 ,0.11 ,0.10 ,0.10 ,7.90 ,0.00 ,1.00 ,67.30 
Kiribati,Oceania,2003,49.50 ,64.80 ,215.96 ,0.44 ,73.00 ,35.00 ,29.00 ,79.00 ,70.00 ,0.17 ,1541.00 ,0.09 ,0.20 ,0.20 ,7.10 ,0.00 ,1.00 ,64.00 
Kiribati,Oceania,2007,50.00 ,65.50 ,211.21 ,0.55 ,96.00 ,32.00 ,29.30 ,93.00 ,94.00 ,0.17 ,1493.00 ,0.10 ,0.20 ,0.10 ,7.50 ,0.00 ,1.00 ,65.00 
Kiribati,Oceania,2008,50.00 ,65.60 ,209.90 ,0.46 ,83.00 ,39.00 ,29.40 ,74.00 ,82.00 ,0.17 ,1429.00 ,0.10 ,0.20 ,0.10 ,7.60 ,0.00 ,1.00 ,65.20 
Kiribati,Oceania,2001,50.70 ,66.60 ,219.80 ,0.71 ,85.00 ,35.00 ,28.80 ,88.00 ,85.00 ,0.17 ,1506.00 ,0.09 ,0.20 ,0.20 ,6.90 ,0.00 ,1.00 ,63.40 
Kiribati,Oceania,2005,49.40 ,64.70 ,213.59 ,0.61 ,50.00 ,35.00 ,29.20 ,74.00 ,79.00 ,0.17 ,1531.00 ,0.09 ,0.20 ,0.20 ,7.30 ,0.00 ,1.00 ,64.50 
Kiribati,Oceania,2009,49.80 ,65.20 ,208.59 ,0.54 ,86.00 ,35.00 ,29.50 ,84.00 ,86.00 ,0.17 ,1409.00 ,0.10 ,0.10 ,0.10 ,7.80 ,0.00 ,1.00 ,65.50 
Kiribati,Oceania,2002,50.00 ,65.50 ,217.15 ,0.51 ,79.00 ,35.00 ,28.90 ,96.00 ,77.00 ,0.17 ,1537.00 ,0.09 ,0.20 ,0.20 ,7.00 ,0.00 ,1.00 ,63.70 
Kiribati,Oceania,2012,47.80 ,62.10 ,204.66 ,0.38 ,94.00 ,80.00 ,29.70 ,92.00 ,94.00 ,0.17 ,1415.00 ,0.11 ,0.10 ,0.10 ,7.90 ,0.00 ,1.00 ,66.40 
Kiribati,Oceania,2000,51.70 ,68.10 ,222.44 ,0.56 ,90.00 ,35.00 ,28.70 ,90.00 ,90.00 ,0.17 ,1554.00 ,0.08 ,0.20 ,0.20 ,6.80 ,0.00 ,1.00 ,63.10 
Kiribati,Oceania,2010,49.30 ,64.40 ,207.28 ,0.49 ,91.00 ,21.00 ,29.60 ,95.00 ,91.00 ,0.17 ,1366.00 ,0.10 ,0.10 ,0.10 ,7.90 ,0.00 ,1.00 ,65.80 
Kiribati,Oceania,2014,45.80 ,59.20 ,200.52 ,0.33 ,75.00 ,80.00 ,29.90 ,79.00 ,75.00 ,0.17 ,1417.00 ,0.11 ,0.10 ,0.10 ,7.90 ,0.00 ,1.00 ,67.00 
Kuwait,Middle East,2011,8.50 ,10.00 ,64.97 ,0.00 ,99.00 ,99.00 ,29.10 ,99.00 ,99.00 ,0.13 ,33167.00 ,3.17 ,3.30 ,3.20 ,7.00 ,0.00 ,1.00 ,74.60 
Kuwait,Middle East,2002,10.30 ,12.00 ,87.28 ,0.01 ,99.00 ,84.00 ,28.40 ,99.00 ,99.00 ,0.13 ,29591.00 ,2.14 ,3.20 ,3.00 ,6.10 ,0.00 ,1.00 ,73.30 
